1.0	0.0
0.98	-0.00846
0.96	-0.00755
0.94	-0.00729
0.92	-0.00773
0.9	-0.00867
0.88	-0.00992
0.86	-0.01145
0.84	-0.01328
0.82	-0.0154
0.8	-0.01779
0.78	-0.02041
0.76	-0.02325
0.74	-0.02631
0.72	-0.02956
0.7	-0.03295
0.68	-0.03642
0.66	-0.0399
0.64	-0.04331
0.62	-0.0466
0.6	-0.04975
0.58	-0.05274
0.56	-0.05555
0.54	-0.05815
0.52	-0.06052
0.5	-0.06263
0.48	-0.06445
0.46	-0.06599
0.44	-0.06726
0.42	-0.06827
0.4	-0.06903
0.38	-0.06954
0.36	-0.06981
0.34	-0.06981
0.32	-0.06954
0.3	-0.06898
0.28	-0.06809
0.26	-0.0668
0.24	-0.06501
0.22	-0.06265
0.2	-0.05969
0.18	-0.05611
0.16	-0.05201
0.14	-0.04749
0.12	-0.04259
0.1	-0.03729
0.08	-0.03158
0.06	-0.02544
0.04	-0.01876
0.02	-0.01139
0.015	-0.00937
0.01	-0.00726
0.0075	-0.00612
0.005	-0.00477
0.0025	-0.00342
0.0	0.0
0.0025	0.00802
0.005	0.01182
0.0075	0.01492
0.01	0.01757
0.015	0.02216
0.02	0.02609
0.04	0.03832
0.06	0.04755
0.08	0.0551
0.1	0.06155
0.12	0.06716
0.14	0.07208
0.16	0.07644
0.18	0.0803
0.2	0.08369
0.22	0.08666
0.24	0.08923
0.26	0.09143
0.28	0.0933
0.3	0.09487
0.32	0.09615
0.34	0.09717
0.36	0.09792
0.38	0.09842
0.4	0.09867
0.42	0.09866
0.44	0.0984
0.46	0.0979
0.48	0.09714
0.5	0.0961
0.52	0.09475
0.54	0.0931
0.56	0.09114
0.58	0.08887
0.6	0.0863
0.62	0.08343
0.64	0.08028
0.66	0.07682
0.68	0.07309
0.7	0.06915
0.72	0.06507
0.74	0.06094
0.76	0.05681
0.78	0.05272
0.8	0.04867
0.82	0.04465
0.84	0.04069
0.86	0.0368
0.88	0.03291
0.9	0.02889
0.92	0.02468
0.94	0.02049
0.96	0.0166
0.98	0.01306
