1.0	0.0
0.98	-0.0017
0.96	0.0008
0.94	0.0022
0.92	0.0025
0.9	0.0021
0.88	0.0011
0.86	-0.0002
0.84	-0.0019
0.82	-0.0041
0.8	-0.0067
0.78	-0.0096
0.76	-0.0129
0.74	-0.0165
0.72	-0.0204
0.7	-0.0245
0.68	-0.029
0.66	-0.0336
0.64	-0.0384
0.62	-0.0434
0.6	-0.0485
0.58	-0.0537
0.56	-0.0591
0.54	-0.0645
0.52	-0.07
0.5	-0.0755
0.48	-0.081
0.46	-0.0865
0.44	-0.092
0.42	-0.0974
0.4	-0.1026
0.38	-0.1076
0.36	-0.1125
0.34	-0.117
0.32	-0.1212
0.3	-0.1249
0.28	-0.1282
0.26	-0.1307
0.24	-0.1324
0.22	-0.1332
0.2	-0.1327
0.18	-0.131
0.16	-0.1277
0.14	-0.1228
0.12	-0.1161
0.1	-0.1071
0.08	-0.0957
0.06	-0.0814
0.04	-0.0639
0.02	-0.0419
0.015	-0.0352
0.01	-0.0277
0.0075	-0.0235
0.005	-0.0182
0.0025	-0.0129
0.0	0.0
0.0025	0.0112
0.005	0.0154
0.0075	0.0189
0.01	0.0219
0.015	0.027
0.02	0.0314
0.04	0.045
0.06	0.0553
0.08	0.0637
0.1	0.0708
0.12	0.0769
0.14	0.0822
0.16	0.0867
0.18	0.0907
0.2	0.094
0.22	0.0968
0.24	0.0991
0.26	0.1009
0.28	0.1022
0.3	0.1031
0.32	0.1035
0.34	0.1036
0.36	0.1034
0.38	0.1029
0.4	0.1021
0.42	0.101
0.44	0.0997
0.46	0.0982
0.48	0.0965
0.5	0.0946
0.52	0.0925
0.54	0.0902
0.56	0.0878
0.58	0.0853
0.6	0.0826
0.62	0.0798
0.64	0.0769
0.66	0.0739
0.68	0.0708
0.7	0.0676
0.72	0.0643
0.74	0.0609
0.76	0.0576
0.78	0.0541
0.8	0.0507
0.82	0.0471
0.84	0.0435
0.86	0.0397
0.88	0.0358
0.9	0.0314
0.92	0.0265
0.94	0.0212
0.96	0.0158
0.98	0.0103
