1.0	0.0
0.98	-0.0025
0.96	0.00087
0.94	0.00305
0.92	0.00395
0.9	0.00399
0.88	0.00352
0.86	0.0026
0.84	0.00118
0.82	-0.00073
0.8	-0.00309
0.78	-0.00587
0.76	-0.00904
0.74	-0.01259
0.72	-0.01651
0.7	-0.02076
0.68	-0.02531
0.66	-0.03011
0.64	-0.03514
0.62	-0.04035
0.6	-0.04573
0.58	-0.05129
0.56	-0.05698
0.54	-0.06278
0.52	-0.06868
0.5	-0.07465
0.48	-0.08066
0.46	-0.08669
0.44	-0.09269
0.42	-0.09864
0.4	-0.1045
0.38	-0.11023
0.36	-0.11577
0.34	-0.12109
0.32	-0.12612
0.3	-0.13079
0.28	-0.13502
0.26	-0.13873
0.24	-0.14182
0.22	-0.14417
0.2	-0.14562
0.18	-0.14592
0.16	-0.14471
0.14	-0.14159
0.12	-0.13612
0.1	-0.12788
0.08	-0.11637
0.06	-0.10101
0.04	-0.08118
0.02	-0.05466
0.015	-0.0463
0.01	-0.03665
0.0075	-0.03116
0.005	-0.02402
0.0025	-0.01688
0.0	0.0
0.0025	0.01228
0.005	0.0166
0.0075	0.02009
0.01	0.02309
0.015	0.02826
0.02	0.03271
0.04	0.04658
0.06	0.05702
0.08	0.06551
0.1	0.07268
0.12	0.07885
0.14	0.08419
0.16	0.08885
0.18	0.09291
0.2	0.09643
0.22	0.09944
0.24	0.10196
0.26	0.10399
0.28	0.10556
0.3	0.10667
0.32	0.10736
0.34	0.10767
0.36	0.10763
0.38	0.10729
0.4	0.10666
0.42	0.10576
0.44	0.10461
0.46	0.10322
0.48	0.10162
0.5	0.09981
0.52	0.0978
0.54	0.09561
0.56	0.09326
0.58	0.09074
0.6	0.08808
0.62	0.08527
0.64	0.08232
0.66	0.07924
0.68	0.07603
0.7	0.07272
0.72	0.06933
0.74	0.06588
0.76	0.0624
0.78	0.05887
0.8	0.05527
0.82	0.05158
0.84	0.0478
0.86	0.04391
0.88	0.03979
0.9	0.03522
0.92	0.03004
0.94	0.02439
0.96	0.01851
0.98	0.01253
