1.0	0.0
0.98	-0.006
0.96	-0.00503
0.94	-0.00482
0.92	-0.00541
0.9	-0.00655
0.88	-0.00802
0.86	-0.00978
0.84	-0.01186
0.82	-0.01426
0.8	-0.01693
0.78	-0.01986
0.76	-0.02303
0.74	-0.02644
0.72	-0.03006
0.7	-0.03385
0.68	-0.03778
0.66	-0.0418
0.64	-0.04585
0.62	-0.0499
0.6	-0.05393
0.58	-0.05794
0.56	-0.06189
0.54	-0.06576
0.52	-0.06954
0.5	-0.0732
0.48	-0.0767
0.46	-0.08003
0.44	-0.08317
0.42	-0.08609
0.4	-0.08877
0.38	-0.09118
0.36	-0.09328
0.34	-0.09499
0.32	-0.09627
0.3	-0.09707
0.28	-0.0973
0.26	-0.09672
0.24	-0.09507
0.22	-0.09216
0.2	-0.08792
0.18	-0.08231
0.16	-0.0756
0.14	-0.06811
0.12	-0.05995
0.1	-0.05116
0.08	-0.04183
0.06	-0.03204
0.04	-0.02188
0.02	-0.01176
0.015	-0.00934
0.01	-0.00703
0.0075	-0.00591
0.005	-0.00475
0.0025	-0.00359
0.0	0.0
0.0025	0.00835
0.005	0.01244
0.0075	0.01572
0.01	0.01856
0.015	0.02345
0.02	0.02765
0.04	0.0407
0.06	0.05056
0.08	0.05863
0.1	0.06545
0.12	0.07132
0.14	0.0764
0.16	0.08081
0.18	0.0846
0.2	0.0878
0.22	0.0904
0.24	0.09246
0.26	0.09404
0.28	0.09518
0.3	0.09596
0.32	0.09639
0.34	0.09653
0.36	0.09637
0.38	0.09595
0.4	0.09528
0.42	0.09436
0.44	0.09321
0.46	0.09186
0.48	0.09029
0.5	0.08853
0.52	0.08657
0.54	0.08442
0.56	0.08208
0.58	0.07956
0.6	0.07688
0.62	0.07405
0.64	0.07105
0.66	0.06791
0.68	0.06463
0.7	0.06125
0.72	0.05781
0.74	0.05436
0.76	0.05092
0.78	0.04751
0.8	0.04411
0.82	0.04072
0.84	0.03734
0.86	0.03397
0.88	0.03053
0.9	0.02686
0.92	0.02287
0.94	0.01876
0.96	0.01478
0.98	0.01101
