1.0	0.0
0.98	-0.002836
0.96	-0.000865
0.94	0.000131
0.92	8.8e-05
0.9	-0.000655
0.88	-0.00181
0.86	-0.003327
0.84	-0.005243
0.82	-0.007547
0.8	-0.01021
0.78	-0.013191
0.76	-0.016477
0.74	-0.020058
0.72	-0.02392
0.7	-0.028034
0.68	-0.032363
0.66	-0.036867
0.64	-0.041523
0.62	-0.046304
0.6	-0.051187
0.58	-0.056165
0.56	-0.061222
0.54	-0.066327
0.52	-0.071461
0.5	-0.076593
0.48	-0.081704
0.46	-0.08676
0.44	-0.091725
0.42	-0.096558
0.4	-0.10123
0.38	-0.105687
0.36	-0.109866
0.34	-0.113691
0.32	-0.117112
0.3	-0.120062
0.28	-0.122415
0.26	-0.123984
0.24	-0.124515
0.22	-0.123829
0.2	-0.121792
0.18	-0.118265
0.16	-0.113299
0.14	-0.10693
0.12	-0.099064
0.1	-0.089525
0.08	-0.078178
0.06	-0.064844
0.04	-0.049337
0.02	-0.031046
0.015	-0.025838
0.01	-0.020171
0.0075	-0.017088
0.005	-0.0133
0.0025	-0.009509
0.0	0.0
0.0025	0.01029
0.005	0.014551
0.0075	0.017973
0.01	0.020927
0.015	0.026012
0.02	0.030377
0.04	0.043989
0.06	0.054256
0.08	0.062625
0.1	0.069684
0.12	0.075736
0.14	0.080955
0.16	0.085464
0.18	0.089344
0.2	0.092616
0.22	0.095279
0.24	0.097384
0.26	0.098976
0.28	0.100088
0.3	0.100776
0.32	0.10107
0.34	0.101013
0.36	0.100649
0.38	0.099991
0.4	0.099066
0.42	0.097887
0.44	0.096478
0.46	0.094862
0.48	0.093052
0.5	0.091058
0.52	0.088894
0.54	0.086586
0.56	0.084138
0.58	0.081566
0.6	0.078867
0.62	0.076061
0.64	0.073151
0.66	0.070134
0.68	0.06703
0.7	0.063862
0.72	0.060633
0.74	0.057383
0.76	0.054112
0.78	0.05082
0.8	0.047493
0.82	0.044115
0.84	0.040672
0.86	0.037161
0.88	0.033485
0.9	0.029456
0.92	0.024924
0.94	0.020068
0.96	0.015135
0.98	0.010215
0.999	0.00051075
