1.0	0.0
0.98	-0.0009
0.96	0.002
0.94	0.0038
0.92	0.0044
0.9	0.0042
0.88	0.0034
0.86	0.0023
0.84	0.0006
0.82	-0.0014
0.8	-0.004
0.78	-0.0068
0.76	-0.0101
0.74	-0.0137
0.72	-0.0176
0.7	-0.0218
0.68	-0.0263
0.66	-0.031
0.64	-0.0359
0.62	-0.041
0.6	-0.0463
0.58	-0.0517
0.56	-0.0573
0.54	-0.0629
0.52	-0.0687
0.5	-0.0745
0.48	-0.0803
0.46	-0.0862
0.44	-0.092
0.42	-0.0977
0.4	-0.1033
0.38	-0.1088
0.36	-0.1141
0.34	-0.1192
0.32	-0.1239
0.3	-0.1283
0.28	-0.1322
0.26	-0.1355
0.24	-0.1382
0.22	-0.14
0.2	-0.1409
0.18	-0.1406
0.16	-0.1387
0.14	-0.1351
0.12	-0.1292
0.1	-0.1208
0.08	-0.1094
0.06	-0.0945
0.04	-0.0754
0.02	-0.0504
0.015	-0.0426
0.01	-0.0337
0.0075	-0.0286
0.005	-0.0221
0.0025	-0.0156
0.0	0.0
0.0025	0.0119
0.005	0.0162
0.0075	0.0196
0.01	0.0226
0.015	0.0277
0.02	0.0321
0.04	0.0458
0.06	0.0562
0.08	0.0646
0.1	0.0717
0.12	0.0778
0.14	0.0831
0.16	0.0877
0.18	0.0917
0.2	0.0951
0.22	0.0981
0.24	0.1005
0.26	0.1024
0.28	0.1039
0.3	0.1049
0.32	0.1056
0.34	0.1058
0.36	0.1057
0.38	0.1053
0.4	0.1046
0.42	0.1037
0.44	0.1025
0.46	0.1011
0.48	0.0994
0.5	0.0976
0.52	0.0956
0.54	0.0934
0.56	0.091
0.58	0.0885
0.6	0.0859
0.62	0.0831
0.64	0.0802
0.66	0.0771
0.68	0.074
0.7	0.0707
0.72	0.0674
0.74	0.0639
0.76	0.0605
0.78	0.0569
0.8	0.0533
0.82	0.0496
0.84	0.0458
0.86	0.0418
0.88	0.0377
0.9	0.0331
0.92	0.0279
0.94	0.0222
0.96	0.0164
0.98	0.0104
